LAT,LONGITUDE,AREA,D1,D2,D3,D4,DIS_LAKE,DIS_MAJOR_RIVER,DIS_OCEAN,DIS_RIVER,ELEV_SRTM_PRED,MATTVEG,NEWCOUNTRYID,PREC_NEW
53,119,7435.375,1347.095,654.3272,577.0762,515.3648,515364.8,654327.2,1347096,577076.2,743.7098,11,643,420.5
-19,-62,11701.39,878.7211,878.7211,381.8491,381.8491,542140.4,960503.5,878721.1,381849.1,308.2182,12,68,1078.6
-19,14,11701.39,208.845,208.845,208.845,208.845,1287782,1391140,208845,967723.5,1212.075,25,516,392.2
-29,22,10809.99,564.3134,564.3134,564.3134,564.3134,1253141,2682193,564313.4,1145581,1148.066,25,710,314.5
-6,20,12307.42,757.8714,731.4934,29.8596,29.8596,388088.3,731493.4,757871.4,29859.6,553.2086,23,180,1632.4
-6,26,12307.42,1270.432,1270.432,46.4504,46.4504,272524.2,1351483,1270432,46450.4,636.5248,23,180,1318.3
62,35,5811.333,397.6678,397.6678,336.1323,228.5884,228588.4,1865697,397667.8,336132.3,72,0,643,685.7
51,119,7143.538,1186.35,578.2315,522.7666,306.843,306843,578231.5,1186350,522766.6,742.466,23,643,427.4
-26,22,9790.765,699.9365,699.9365,699.9365,699.9365,952036.9,2367940,699936.5,1039527,1014.102,25,72,342.5
-16,-62,11899.49,954.3596,954.3596,170.4101,170.4101,631746.9,1205856,954359.6,170410.1,315.2777,9,68,1271.4
-55,-65,404.0607,1.9171,1.9171,1.9171,1.9171,229242.2,2343726,1917.12,2351325,202.1225,0,32,804
16,-26,249.8893,0.6532,0.6532,0.6532,0.6532,2168923,2974063,653.2,907845.2,400.7674,0,132,214.2
-10,123,2194.629,27.3171,27.3171,27.3171,27.3171,1375142,3723560,27317.05,3801764,357.5092,0,360,1351.1
-9,-72,12227.31,703.4586,508.7182,431.166,431.166,769118.6,508718.2,703458.6,431166,271.0798,1,76,2222.4
19,32,11701.39,493.5857,493.5857,125.9668,125.9668,313992.5,2049207,493585.7,125966.8,357.7427,30,736,24.1
-28,-68,10914.36,314.1792,314.1792,314.1792,314.1792,545534.4,784304.6,314179.2,767089.9,2579.254,28,32,276.1
62,55,5811.333,952.9949,952.9949,501.4393,501.4393,506350.8,1845496,952994.9,501439.3,193,8,643,623.7
45,118,8730.289,532.6996,532.6996,391.8322,239.189,239189,813287.5,532699.6,391832.2,909.4839,23,156,343.4
11,1,4278.003,543.7001,543.7001,176.2799,176.2799,300733.2,2220095,543700.1,176279.9,220.9854,15,204,1076.1
13,18,12063.54,1399.243,1399.243,393.2238,330.8523,330852.3,2195741,1399243,393223.8,340.3411,23,148,493.1
-5,137,12276.46,82.4176,82.4176,82.4176,82.4176,2376102,4636337,82417.56,4472497,986.7664,1,360,2750.3
15,3,5979.006,960.2672,960.2672,250.504,250.504,494460.1,2537248,960267.2,250504,284.3073,30,562,419.8
-11,25,12153.42,1202.355,1202.355,347.2068,309.8016,309801.6,1351365,1202355,347206.8,1320.685,15,180,1220.4
37,70,1134.183,1385.627,1385.627,113.474,113.474,369011.6,1969202,1385627,113474,2386.359,28,762,460.8
53,-100,5524.484,1606.688,1366.911,1064.359,573.6607,573660.7,1366911,1606688,1064359,257.5085,8,124,442.2
13,19,12063.54,1471.029,1471.029,490.6584,434.9686,434968.6,2222928,1471029,490658.4,382.695,23,148,523.2
-19,138,11701.39,151.3794,151.3794,151.3794,151.3794,263267.2,5027540,151379.4,1603000,148.1406,24,36,559.9
28,-4,10914.36,671.3348,671.3348,671.3348,671.3348,732497.2,974615.6,671334.8,972858.5,424.2382,30,12,57.5
-9,30,8473.525,900.4182,900.4182,445.3561,7.2517,7251.7,1790036,900418.2,445356.1,1049.357,19,894,1184.2
2,20,12355.09,1095.398,1095.398,13.3167,13.3167,430423.3,1172009,1095398,13316.7,385.0131,1,180,1734.7
12,-10,9064.978,520.8693,520.8693,136.1195,136.1195,650712.5,2713274,520869.3,136119.5,374.7958,15,466,1086.9
-14,135,11243.9,42.2363,42.2363,42.2363,42.2363,582841,4450929,42236.34,2226044,89.49697,13,36,1177.8
-8,22,12258.15,945.7509,945.7509,253.6976,253.6976,627397.4,956374.1,945750.9,253697.6,873.1918,23,180,1612.1
-15,24,11958.01,1141.654,1141.654,800.6963,423.4565,423456.5,1495059,1141654,800696.3,1161.317,15,894,1023.6
-4,107,826.7698,6.7568,6.7568,6.7568,6.7568,1472320,1746782,6756.84,1817742,24.03061,0,360,2620
53,99,7435.375,2109.404,1926.139,1147.436,220.9863,220986.3,1926139,2109404,1147436,1427.275,8,643,441.7
-30,16,652.846,7.5504,7.5504,7.5504,7.5504,1614380,2597746,7550.4,1702429,126.7451,0,710,134.5
-12,-59,12110.45,1265.437,909.249,328.8573,328.8573,1143289,909249,1265437,328857.3,310.5607,1,76,2054.2
-4,-57,12339.85,476.2634,108.3386,102.1317,102.1317,892969.9,108338.6,476263.3,102131.6,82.88544,1,76,2391.5
-13,-64,7093.36,978.6446,919.995,27.273,27.273,685356.8,919995,978644.6,27272.99,160.8331,1,76,1579.5
-17,25,11837.18,999.4292,999.4292,999.4292,213.7674,213767.4,1719317,999429.2,1008936,1078.545,15,894,811.2
14,18,12012.71,1483.333,1483.333,435.5019,352.9186,352918.6,2303334,1483333,435501.9,326.3087,24,148,338.3
50,124,7938.65,934.4428,209.905,178.7559,178.7559,496045.5,209905,934442.8,178755.9,468.3889,10,156,556.1
-16,22,11887.59,981.7998,981.7998,964.3075,535.4283,535428.3,1425462,981799.8,964307.5,1043.967,15,894,975.9
-9,-63,12227.31,1326.306,499.2332,66.2396,66.2396,1057870,499233.2,1326306,66239.63,96.23476,1,76,2388
6,-12,1624.58,18.5775,18.5775,18.5775,18.5775,384550.4,2839470,18577.5,63235.9,27.05542,0,430,4098.4
51,-57,5231.339,34.8406,34.8406,34.8406,34.8406,239196.9,1121341,34840.61,1149900,149.4348,22,124,1073
-11,-45,12153.42,641.0657,641.0657,119.7668,119.7668,164049.4,756913.3,641065.8,119766.8,492.5144,12,76,964.6
-9,26,12227.31,1296.981,1296.981,130.0451,130.0451,200167.4,1383378,1296981,130045.1,708.4344,15,180,1179.3
14,-3,1885.995,926.4174,926.4174,185.4227,185.4227,566792.1,2556756,926417.4,185422.7,288.8032,25,854,602.6
51,88,7773.164,2637.592,2637.592,412.2178,284.9761,284976.1,2683008,2637592,412217.8,1867.365,8,643,766.5
43,-121,9029.444,275.3867,254.1403,238.7885,238.7885,473019.1,254140.3,275386.7,238788.5,1417.366,23,840,293.8
-8,26,12258.15,1278.662,1278.662,37.8013,37.8013,258247.6,1363890,1278662,37801.3,748.9758,15,180,1115.3
65,11,141.3656,13.5935,13.5935,13.5935,13.5935,125064.2,1361654,13593.5,1059184,95,0,578,1386.3
64,62,5429.363,1096.715,1096.715,803.8605,785.1875,785187.5,2190170,1096715,803860.5,97,8,643,565.9
32,-2,3803.403,297.7381,297.7381,297.7381,237.8811,237881.1,715958.2,297738.1,700171.7,1255.137,28,12,178.9
16,-17,2820.179,19.3677,19.3677,13.604,13.604,1432194,2477744,19367.7,13604,6.781483,12,478,351.4
64,42,5429.363,406.8983,406.8983,406.8983,406.8983,599046.5,2041127,406898.3,728205.7,85,8,643,567.7
-3,12,2840.417,214.1743,214.1743,214.1743,214.1743,592206.3,414309.2,214174.3,383650.9,559.5505,1,266,1752
49,-89,4545.114,1216.842,776.4953,611.555,58.3455,58345.5,776495.3,1216842,611555,290.3113,0,124,727.2
68,18,2248.181,42.805,42.805,42.805,13.8908,13890.8,1742751,42805,1008484,806,22,752,660.2
2,101,988.407,2.4452,2.4452,2.4452,2.4452,302715.2,1218363,2445.22,1214629,47.54259,0,360,2396.1
55,-127,7088.785,182.6714,182.6714,182.6714,21.7318,21731.8,1040347,182671.4,663810.4,1046.202,14,124,558
-3,-58,12349.64,551.1534,5.204,5.204,5.204,811096.8,5204.04,551153.4,9798.56,41.18773,1,76,2379
59,64,6370.563,1529.359,1529.359,504.0565,471.3884,471388.4,1801415,1529360,504056.5,75.02138,8,643,488.1
-27,32,1454.04,45.8216,45.8216,45.8216,45.8216,1132131,3048796,45821.6,221913.3,101.0861,25,710,781.4
39,55,8492.347,1123.536,901.1455,452.6049,452.6049,501760.7,901145.5,1123536,452604.9,94.8302,21,795,244.9
15,107,5416.979,126.1846,126.1846,126.1846,126.1846,471695.8,143947.2,126184.5,170478.9,898.4573,2,418,2768.3
-11,24,11983.27,1100.103,1100.103,373.1886,373.1886,407234.1,1257100,1100103,373188.6,1154.098,15,180,1399.2
39,97,9595.871,1678.285,1344.074,1220.271,118.376,118376,1344075,1678285,1220271,3243.857,28,156,100
50,84,5676.135,2872.45,2666.152,135.0398,105.1684,105168.4,2666152,2872450,135039.8,1548.157,8,643,681.9
-21,22,11550.98,850.527,850.527,850.527,541.347,541347,1877938,850527,1051420,963.1265,25,72,487.9
66,-66,4864.056,556.8151,556.8151,556.8151,556.8151,1505953,2222684,556815.1,2223257,949,31,124,365.1
10,3,3377.29,423.1193,423.1193,95.4812,50.3705,50370.5,2033769,423119.3,95481.2,312.4338,23,566,1249.5
67,17,4833.851,55.0599,55.0599,55.0599,14.3551,14355.1,1648080,55059.9,974790.5,928,22,752,776
64,41,5429.363,396.6164,396.6164,396.6164,396.6164,551525,2052382,396616.4,709972.5,65,8,643,594.5
18,102,612.0991,406.9884,5.4226,5.4226,5.4226,613226.2,5422.6,406988.4,53761.1,403.6589,9,764,2275.9
37,54,5207.378,910.5028,910.5028,641.1378,387.9064,387906.4,969651.6,910502.8,641137.8,2.121675,21,795,414.8
62,80,5811.333,1983.348,1983.348,910.1076,847.1658,847165.8,2689310,1983348,910107.6,118,22,643,645.7
-34,135,9871.936,53.9661,53.9661,53.9661,53.9661,688148.9,5917202,53966.05,380612,73.88206,18,36,417.4
37,99,9862.459,1539.307,1072.93,950.0754,42.2943,42294.3,1072930,1539308,950075.4,3763.096,28,156,449.9
52,-118,7605.392,489.4891,489.4891,369.9605,167.9377,167937.7,690413.9,489489.1,369960.5,2116.571,28,124,517.7
-1,28,12356.16,1200.191,1200.191,290.7929,83.9712,83971.2,1665286,1200191,290792.9,1162.622,1,180,1473.2
3,34,4631.114,916.0684,916.0684,230.2438,169.8425,169842.5,2381291,916068.4,230243.8,1089.024,21,800,788.7
30,95,10702.39,918.6743,907.6427,310.0634,310.0634,428800.8,907642.7,918674.3,310063.4,4464.869,30,156,767.6
29,-7,3210.567,322.5506,322.5506,322.5506,322.5506,854236.4,784205.5,322550.6,785121.4,581.8267,30,504,188.2
-15,-46,11958.01,666.9423,666.9423,162.4064,162.4064,409997,1087055,666942.3,162406.4,808.2457,23,76,1288.6
29,-105,3270.022,593.3657,593.3657,593.3657,593.3657,965021.3,1190480,593365.8,909202.7,1149.767,21,840,285.7
-18,19,9980.993,718.4383,718.4383,718.4383,718.4383,774306.2,1432789,718438.3,990910.7,1133.416,25,24,598.9
-28,149,10914.36,347.2785,347.2785,347.2785,347.2785,879647.2,6500055,347278.6,658127,277.5168,21,36,634.2
60,130,6186.04,927.8535,927.8535,927.8535,927.8535,1510909,990752.5,927853.5,963674.7,313,11,643,331.2
65,14,2476.515,59.6981,59.6981,59.6981,59.6981,104441.7,1397301,59698.1,964241.1,779,22,578,988.5
38,-111,9727.667,816.2175,816.2175,816.2175,66.0344,66034.4,1056427,816217.5,882854.4,1622.659,25,840,192.3
6,-70,8209.051,356.0273,356.0273,5.1969,5.1969,769353.3,726389.3,356027.3,5196.93,93.25436,24,862,1749.1
27,91,1222.716,470.797,470.797,133.6549,133.6549,159734.3,1211184,470797,133654.9,2815.39,2,356,1471.2
51,-56,1414.716,43.2493,43.2493,43.2493,43.2493,238120.5,1160957,43249.29,1189955,67.67841,0,124,964.6
-16,24,11899.49,1136.378,1136.378,909.6195,358.8684,358868.4,1568557,1136378,909619.5,1137.251,15,894,937.5
64,51,5429.363,654.2279,654.2279,654.2279,654.2279,764937.6,2020995,654227.9,741018.6,198,8,643,609.2
30,92,10702.39,799.8549,799.8549,402.7757,145.7146,145714.6,1192714,799854.9,402775.7,5063.379,30,156,575.1
-28,-56,502.0604,427.2731,65.2014,65.2014,65.2014,497589.9,65201.36,427273.1,271307.4,187.3107,9,76,1740.6
64,13,4728.975,76.7437,76.7437,76.7437,16.8781,16878.1,1275223,76743.7,943863.9,596,22,578,969.5
51,93,7773.164,2321.202,2321.202,688.2343,99.2234,99223.4,2347181,2321202,688234.3,1159.901,10,643,341.7
41,76,9271.495,1969.218,1969.218,266.3051,79.2482,79248.2,2232377,1969218,266305.1,3282.149,28,417,328.9
52,110,7605.392,1517.573,1194.238,1101.714,605.3086,605308.6,1194238,1517573,1101714,1022.118,10,643,370.6
3,115,5347.393,172.7765,172.7765,172.7765,172.7765,1550437,1460610,172776.5,1526039,992.4206,1,360,3412.1
70,27,3585.584,13.2352,13.2352,13.2352,13.2352,397010.6,2138554,13235.2,1096784,258,22,578,709
7,44,12284.87,321.9595,321.9595,321.9595,321.9595,678325.5,2531508,321959.5,1294379,887.2244,15,231,400.7
27,81,297.4173,885.7097,885.7097,290.8512,290.8512,472526.1,1951254,885709.7,290851.2,121.9891,9,524,1240.8
0,119,951.1656,16.305,16.305,16.305,16.305,1844809,2195098,16304.99,2259753,182.6814,0,360,1922.7
48,133,1297.227,374.028,3.9321,3.9321,3.9321,308160.1,3932.1,374028,5660.5,57.39982,11,156,643
3,20,12349.64,1094.707,1094.707,65.107,65.107,524488.7,1260344,1094707,65107,412.0939,23,180,1737.8
-5,-37,110.9319,3.5578,3.5578,3.5578,3.5578,636511.8,1336745,3557.77,473603.2,96.00498,0,76,1318.3
32,98,10477.69,1265.271,720.708,600.7909,258.1581,258158.1,720708,1265271,600790.9,4358.444,28,156,545.1
38,71,8553.186,1503.353,1503.353,259.9214,259.9214,346439.3,2022148,1503353,259921.4,3683.518,28,762,251.5
30,-5,7202.711,477.2532,477.2532,477.2532,477.2532,640881.9,751526.3,477253.2,750122.8,697.9655,30,12,82.2
61,79,5999.616,2003.596,2003.596,787.6103,728.935,728935,2591665,2003596,787610.3,65,22,643,618.3
49,-65,1328.696,36.597,36.597,36.597,36.597,302341.8,539039.1,36597,566684.3,166.2538,0,124,1025.4
-6,21,12307.42,861.1267,834.7951,51.9418,51.9418,458178.5,834795.1,861126.7,51941.8,555.4822,1,180,1616.2
14,0,3207.393,918.018,918.018,82.2338,82.2338,600979.8,2579819,918018,82233.8,267.7653,25,854,495.2
25,33,11207.67,104.1286,104.1286,81.649,81.649,180010.9,1642666,104128.6,81649,349.5335,30,818,30.1
28,65,10914.36,334.964,334.964,295.9404,90.144,90144,1638545,334964,295940.4,1061.074,25,586,135.6
40,-114,9458.357,699.917,699.917,667.9146,71.9968,71996.8,736795,699917,667914.6,1346.765,30,840,222.6
-20,-64,11627.99,662.8452,662.8452,537.3839,341.0995,341099.5,991594.5,662845.2,537383.9,965.1129,1,68,859.6
-12,40,5679.803,21.7383,21.7383,21.7383,21.7383,543118.3,2838589,21738.3,1484930,86.67785,23,508,1068.8
25,11,11207.67,791.0023,791.0023,791.0023,378.286,378286,2251450,791002.3,1438642,807.2919,30,434,14.3
-21,32,3650.11,194.7901,194.7901,194.7901,194.7901,548941.1,2586403,194790.1,292718.7,586.5398,23,508,933.7
61,152,5999.616,639.7316,639.7316,639.7316,639.7316,2210212,1145520,639731.6,713302,784,18,643,356.4
59,98,6370.563,2558.415,2086.926,1452.964,887.0611,887061.1,2086926,2558416,1452964,362.5619,10,643,398.7
62,59,5811.333,1103.031,1103.031,537.8535,522.6913,522691.3,1922803,1103031,537853.5,388,8,643,515.7
39,71,3953.499,1572.039,1572.039,299.0978,276.2608,276260.8,1975462,1572039,299097.8,3300.84,28,762,224.6
53,-102,7353.586,1481.057,1424.394,1128.938,599.3265,599326.5,1424394,1481057,1128938,277.5705,8,124,423.7
61,83,5999.616,2175.998,2175.998,920.047,789.9946,789994.6,2785435,2175998,920047,114,22,643,552.7
-18,17,7109.766,522.4777,522.4777,522.4777,522.4777,978608.8,1383229,522477.7,930047,1158.709,23,516,564.1
52,140,7574.97,42.5339,5.9108,5.9108,5.9108,982879.3,5910.8,42533.9,8101.9,228.0228,22,643,601.2
14,36,6042.393,353.9376,353.9376,273.667,262.0452,262045.2,2161026,353937.6,273667,625.1786,13,736,526.1
58,-111,5078.685,1175.89,1175.89,1150.756,941.1182,941118.2,1458702,1175890,1150757,264.4345,14,124,360.8
30,0,10702.39,565.5513,565.5513,565.5513,403.6453,403645.3,1002598,565551.3,985276.3,511.3595,30,12,63.1
17,105,1491.485,62.7953,62.7953,62.7953,62.7953,602218.3,133930.6,62795.29,130386.2,418.7891,2,704,2724.7
17,44,4048.316,215.6954,215.6954,215.6954,215.6954,759098.3,1537341,215695.4,1327389,1338.329,21,887,261.7
-9,-44,12227.31,592.5013,592.5013,281.5411,187.008,187008,699478.3,592501.3,281541.1,444.7931,12,76,900.4
-22,146,11470.4,220.5824,220.5824,220.5824,220.5824,1125462,5911083,220582.3,1267183,250.7464,13,36,635.4
-16,-65,11899.49,675.2919,675.2919,328.2783,328.2783,383832.9,1283362,675291.9,328278.3,174.389,1,68,1955
49,137,8101.807,205.5007,35.0838,35.0838,35.0838,592463.7,35083.8,205500.7,47207.5,317.343,10,643,701.6
67,86,4843.538,1990.457,1990.457,1534.362,1462.35,1462350,2960623,1990457,1534362,49,16,643,630.5
24,123,316.3637,7.6887,7.6887,7.6887,7.6887,817715.9,940856.9,7688.67,528996.9,143.6633,0,392,2785.8
14,-86,2126.25,176.9934,176.9934,176.9934,176.9934,225710.3,1693411,176993.4,1168962,464.1844,2,558,1698.7
30,9,4976.613,365.175,365.175,365.175,326.7138,326713.8,1769727,365175,1434606,316.5823,30,12,45
11,-6,3354.343,682.8576,682.8576,184.1963,184.1963,370195.2,2664740,682857.6,184196.3,391.0984,15,854,1237.5
-24,114,11298.7,74.2417,74.2417,74.2417,74.2417,473975.9,3995018,74241.74,2684068,97.01321,21,36,266.6
66,-19,574.6138,0.8218,0.8218,0.8218,0.8218,1421437,1921943,821.8,1216119,426,0,352,844.7
-6,-66,12307.42,1437.252,268.2445,246.6305,246.6305,1168182,268244.5,1437252,246630.5,92.10175,1,76,2499.7
62,-134,5811.333,352.9861,352.9861,352.9861,279.0305,279030.5,1903202,352986.1,1537795,1127,14,124,303
62,149,5811.333,804.1158,804.1158,804.1158,804.1158,2193798,1148633,804115.8,901209,878,18,643,336.4
42,108,3981.994,825.7433,825.7433,779.7181,779.7181,866629.7,1209982,825743.3,779718.1,1163.574,21,156,235.9
53,122,4082.021,1150.281,515.6252,429.0178,429.0178,619102.1,515625.2,1150281,429017.8,505.4326,11,643,419.8
-19,-61,11701.39,977.2311,887.1649,285.4946,285.4946,642187.9,887164.9,977231.1,285494.6,380.4148,12,68,1129.5
27,-12,11015.46,49.4642,49.4642,49.4642,49.4642,1409889,1147085,49464.2,1149203,252.4112,25,504,79.6
54,-130,7081.58,28.5745,28.5745,28.5745,28.5745,149636,993754.4,28574.47,697672.6,848.3796,8,124,1970.5
69,30,977.8795,1.4915,1.4915,1.4915,1.4915,453765.8,2142131,1491.5,1001167,188,20,578,535.7
56,113,6912.295,1692.228,1151.212,1068.724,870.5886,870588.6,1151212,1692228,1068724,1433.412,22,643,428.4
65,-148,5235.761,455.72,455.72,455.72,455.72,899575.7,2566580,455719.9,2257715,556,8,840,344.9
61,77,5999.616,1917.691,1917.691,739.636,724.0867,724086.7,2497957,1917691,739636,73,10,643,654.9
61,78,5999.616,1960.609,1960.609,761.8209,724.524,724524,2544514,1960609,761820.9,68,8,643,638.8
61,80,5999.616,2046.639,2046.639,816.6581,737.8825,737882.5,2639370,2046639,816658.1,75,10,643,595.9
61,81,5999.616,2089.728,2089.728,848.6246,751.2028,751202.8,2687591,2089728,848624.6,81,8,643,575.8
61,82,5999.616,2132.851,2132.851,883.1871,768.6661,768666.1,2736290,2132851,883187.1,97,22,643,561
18,104,353.1341,201.4777,12.8341,5.0869,5.0869,587974.4,12834.1,201477.7,5086.9,638.4437,9,764,2433
53,-167,2200.871,6.7847,6.7847,6.7847,6.7847,722447.4,3011588,6784.73,1933733,350.6361,0,840,1832.6
-21,21,11550.98,752.1629,752.1629,752.1629,631.6718,631671.8,1828876,752162.9,1149937,1003.6,25,72,479.7
-16,33,11899.49,432.3236,432.3236,432.3236,82.3383,82338.3,2332648,432323.6,868378.7,523.7593,23,508,1065.2
-16,26,11899.49,951.639,951.639,898.9634,195.7419,195741.9,1724494,951639,898963.4,1066.205,28,894,874.3
-4,-77,12339.85,376.1491,376.1491,146.9745,146.9745,1487019,389440.8,376149.1,146974.5,198.7746,1,604,2403.1
12,35,7920.237,529.7749,529.7749,191.7985,177.6147,177614.7,2382678,529774.9,191798.5,547.3197,15,736,823.1
16,-8,11899.49,879.438,879.438,341.3849,341.3849,951089.8,2263721,879438,341384.9,245.0765,30,478,303.8
48,138,8262.592,93.7796,93.7796,93.7796,93.7796,566572.4,163994.4,93779.6,168787.5,884.6194,8,643,857.2
-12,-44,12110.45,502.6686,502.6686,17.9485,17.9485,73506.68,910236.6,502668.6,17948.54,453.8699,1,76,860.6
51,120,6576.097,1125.147,490.9441,437.5933,324.6406,324640.6,490944.1,1125147,437593.3,777.6436,16,156,434.1
37,27,49.3123,6.9805,6.9805,6.9805,6.9805,384612.2,695477.8,6980.5,679141,289.6236,13,300,844.4
62,48,5811.333,732.4603,732.4603,501.4233,501.4233,594057.3,1788302,732460.3,501423.3,177,8,643,625.8
-20,22,11627.99,886.7183,886.7183,886.7183,493.799,493799,1782874,886718.3,1089053,961.6893,25,72,552
-25,17,11207.67,277.756,277.756,277.756,277.756,1214309,2103966,277756,1523392,1242.027,21,516,197.6
35,81,10117.51,1586.009,1586.009,853.2263,602.552,602552,2279431,1586009,853226.3,5369.87,30,156,56.1
58,101,6553.141,2388.936,1890.004,1521.031,769.0759,769075.9,1890004,2388936,1521031,310.1095,8,643,359.6
-25,47,3194.186,16.0369,16.0369,16.0369,16.0369,1524456,4036609,16036.9,1390695,296.4009,0,450,1858.6
33,101,10360.67,1471.467,606.7983,482.4366,338.7238,338723.8,606798.3,1471467,482436.6,3942.338,28,156,625
51,134,7773.164,421.6105,221.0067,208.6421,208.6421,702434.6,221006.7,421610.5,208642.1,970.1111,11,643,668.9
51,-118,7773.164,427.8586,427.8586,308.1547,98.5858,98585.8,580894.4,427858.6,308154.7,1789.004,14,124,1023.4
-20,21,11627.99,791.8025,791.8025,791.8025,591.4738,591473.8,1731095,791802.5,1184488,1025.201,25,72,578.9
12,21,11553.37,1550.995,1550.995,634.1658,487.8457,487845.7,2185447,1550995,634165.8,581.1754,25,148,652.7
-14,32,1153.22,623.6755,623.6755,623.6755,145.9456,145945.6,2187989,623675.5,979113.2,964.0688,15,454,1011.9
45,32,995.253,11.2178,11.2178,11.2178,11.2178,148425.1,228906,11217.8,132042.4,6.496246,0,804,427.6
27,16,11015.46,395.6063,395.6063,395.6063,395.6063,440075.3,1951267,395606.3,1497719,620.4183,30,434,15.7
65,-24,1937.232,1.7987,1.7987,1.7987,1.7987,1530887,2053637,1798.7,1364773,356,0,352,1405.9
13,20,12063.54,1546.433,1546.433,590.4401,486.3856,486385.6,2254575,1546433,590440.1,482.5949,23,148,541.3
69,25,3875.959,60.9558,60.9558,60.9558,60.9558,268692.5,2004347,60955.8,1008469,326,20,578,487.4
52,112,7605.392,1443.596,1061.117,986.5713,509.4629,509462.9,1061117,1443596,986571.3,1056.834,11,643,364.3
4,15,11846.25,596.4179,596.4179,116.9434,116.9434,618644.7,1157878,596417.9,116943.4,615.4128,23,140,1576.5
-39,-64,9595.871,100.79,100.79,100.79,100.79,708586.6,649011.8,100790,632031.6,84.32298,21,32,553
50,81,1182.859,2948.276,2462.66,63.2351,63.2351,183063.8,2462660,2948276,63235.1,346.3434,28,643,548.4
64,-140,5429.363,496.2725,496.2725,496.2725,496.2725,557416.7,2240800,496272.5,1898706,1010,8,124,328.2
-16,-64,11899.49,766.0931,766.0931,278.236,278.236,458763.4,1273402,766093.1,278236,204.958,24,68,1272.6
64,-24,743.8228,5.6885,5.6885,5.6885,5.6885,1465282,1994117,5688.5,1314651,262,0,352,1812.6
-6,149,5796.796,24.1292,24.1292,24.1292,24.1292,2106148,5640553,24129.15,3058077,290.1933,1,598,4470.4
-40,-64,9458.357,102.9231,102.9231,102.9231,102.9231,668926.9,743481.4,102923.1,727603.3,57.86602,21,32,444.1
16,37,11887.59,171.4494,171.4494,171.4494,147.2762,147276.2,1905612,171449.4,475460.6,605.248,24,232,405.1
-15,29,11958.01,773.7905,773.7905,773.7905,184.0398,184039.8,1918127,773790.5,860887.5,935.4532,15,894,941.2
30,-105,9283.256,633.5701,633.5701,633.5701,633.5701,916125.7,1189961,633570.1,926208.6,1408.341,28,840,356.9
53,24,297.415,226.5834,226.5834,16.2982,16.2982,486658.2,762122,226583.4,16298.2,144.9043,10,440,718.4
21,-91,473.5902,7.2557,7.2557,7.2557,7.2557,585693.7,893163.5,7255.72,873053.1,4.609985,0,484,673.7
49,-66,1960.637,15.416,15.416,15.416,15.416,241677.1,459777.6,15415.99,487284.5,404.5323,0,124,949
-17,17,11837.18,571.4447,571.4447,571.4447,571.4447,991634.8,1258001,571444.7,806253.6,1189.082,23,24,682.7
65,53,5235.761,667.3322,667.3322,667.3322,667.3322,853407.4,2146001,667332.2,843060.6,93,8,643,611
-15,12,8469.287,33.816,33.816,33.816,33.816,1425576,935625,33816,560368.4,483.7557,30,24,631.2
-3,-75,12349.64,589.3628,207.1641,193.4713,193.4713,1500453,207164.1,589362.8,193471.3,167.0942,1,604,3034.6
57,102,6733.733,2267.914,1801.017,1516.218,666.9968,666996.8,1801017,2267914,1516218,420.4969,8,643,356.8
-13,141,3064.138,9.6253,9.6253,9.6253,9.6253,945150.7,5024439,9625.32,2221771,25.81824,0,36,1602.3
31,10,3421.091,202.0692,202.0692,202.0692,202.0692,244175.6,1794095,202069.2,1408414,450.9206,30,788,103.4
-25,-62,11207.67,859.8046,421.7891,371.7698,371.7698,674364.5,421789.1,859804.6,371769.8,163.2075,12,32,783
57,125,6733.733,992.3397,817.0168,730.1129,730.1129,1074197,817016.8,992339.7,730112.9,1031.879,11,643,636.4
3,-52,10966.48,51.9183,51.9183,51.9183,51.9183,412624,551741.1,51918.33,575786.1,50.18258,1,76,3413.3
-15,23,11958.01,1042.192,1042.192,825.7417,506.9072,506907.2,1417832,1042192,825741.7,1061.092,15,894,1052.9
65,54,5235.761,708.3073,708.3073,708.3073,708.3073,844384,2155617,708307.3,837826.2,84,8,643,601.8
-47,167,2728.392,11.0797,11.0797,11.0797,11.0797,1080980,8963859,11079.74,1960270,222.0611,0,554,1431.7
60,31,6186.04,90.5262,90.5262,55.543,29.895,29895,1586686,90526.2,55543,3,8,643,688
10,34,6766.773,739.4473,739.4473,221.5273,221.5273,292968.2,2624894,739447.3,221527.3,877.2471,12,231,1125.1
-31,136,10591.61,252.9292,252.9292,252.9292,252.9292,690979.6,5732308,252929.2,489112.7,117.5796,21,36,158.1
29,35,3005.177,53.5954,53.5954,53.5954,53.5954,637452.7,1244086,53595.37,292219.5,971.3011,30,682,71.6
28,-3,10914.36,730.1527,730.1527,730.1527,683.3103,683310.3,1010718,730152.7,1007958,379.352,30,12,51.2
14,-9,12012.71,717.8369,717.8369,200.7001,200.7001,772022.5,2492467,717836.9,200700.1,291.7519,25,466,779.8
50,140,4207.484,12.7032,12.7032,12.7032,12.7032,807489,116781,12703.2,117359.3,374.0778,8,643,765.4
54,14,94.42107,2.6253,2.6253,2.6253,2.6253,420238.4,412792.1,2625.3,51579.9,6.950407,0,616,766.7
